질병명,상세 정보
섬유근통,"섬유근육통은 원인을 알 수 없는 만성 복합 질환으로, 여러 신체 부위와 사전 정의된 압통점에 두드러지는 과민증이 있는 만성 전신 근육 골격 통증이 특징입니다. 임상상은 광범위하며, 피로와 수면 장애가 가장 흔하고 사지의 감각마비 또는 자통, 강직, 두통, 불안 및 우울증, 주의력, 집중력, 기억력 장애 등이 나타납니다. 섬유근육통은 만성적일 뿐만 아니라 시간이 지남에 따라 증상의 강도에 변화가 생길 수 있으며 발병할 수도 있습니다. 여성에게 더 흔하게 발생합니다."
섬유근통,"진단은 문진과 신체 검사를 통해 임상적으로 진행됩니다. 섬유근육통의 진단을 확진하려면 먼저 호르몬, 류마티스, 신경근육, 감염성, 신경과 및 정신과적 원인의 다른 질병을 배제해야 합니다."
섬유근통,"과민 대장 및 하지불안증후군과 같은 다른 중추 민감성 병리와 더불어 불안 및 우울증, 관절염 및 골관절염과 같은 류마티스 질환은 섬유근육통과 관련이 있는 경우가 많습니다."
섬유근통,다음과 같은 학제적 치료가 권장됩니다.
섬유근통,1. 통증을 완화하기 위한 약리학 치료와 항불안제 및 항우울제를 사용한 정신과적 치료.
섬유근통,"2. 비약물적 치료: 인지 행동 요법 및 물리 치료(유산소운동, 스트레칭, 근육 강화)."
성홍열 (소아청소년과),A형 베타 용혈성 연쇄구균이라는 세균 균주에 의해 발생하는 감염입니다. 2~12세 연령대에 가장 흔하게 발생하며 2세 미만의 어린이에게는 드물게 나타납니다.
성홍열 (소아청소년과),감염자의 분비물 및/또는 타액을 통해 전염됩니다. 이 세균은 일부 사람들이 민감하게 반응하는 독소를 방출하여 이 질환의 전형적인 증상인 발진을 초래합니다.
성홍열 (소아청소년과),"가장 흔한 증상은 발진, 발열, 인후통, 발적입니다. 발진은 햇볕에 타는 듯한 형태로 나타나며, 만지면 질감이 있고 가렵습니다. 일반적으로 몸 전체에 나타나며 피부가 접히는 부위에서 더 두드러질 수 있습니다. 증상은 일반적으로 4~6일 후에 사라지고 그 후 몇 주 동안 각질 벗겨짐이 지속됩니다."
성홍열 (소아청소년과),진단은 문진과 신체 검사를 통해 임상적으로 이루어집니다. 확진을 위해 인후 분비물 검체로 신속 연쇄구균 검사(RST)를 실시해야 합니다.
성홍열 (소아청소년과),치료는 증상의 중증도에 따라 경구용 항생제 또는 주사제를 기반으로 합니다.
세 번째 발가락 절단,세 번째 발가락이 발에서 분리되는 경우입니다.
세 번째 발가락 절단,선택적 수술로 인해 이차적으로 발생할 수도 있지만 일반적으로는 외상에 의해 발생합니다.
세 번째 발가락 절단,"수술 시 절단을 할 때는 조직과 연골을 절단하기 전에 출혈을 방지하기 위해 혈관을 묶습니다. 혈액 순환 장애, 종양, 기형, 감염 및/또는 괴저를 유발하는 질환으로 인해 흔히 발생합니다."
세 번째 발가락 절단,"외상으로 인한 절단의 경우 일반적으로 출혈과 조직 손실이 더 큽니다. 사지가 찢어지거나 손상된 경우 출혈이 심하고 봉합 수술이 매우 어려울 수 있습니다. 가장 흔한 원인으로는 교통사고, 작업장에서의 사고, 전쟁으로 인한 부상이 있습니다."
세 번째 발가락 절단,"선택할 수 있는 치료법은 외과수술이며, 가능한 한 많은 조직을 보존하고 출혈과 감염을 방지하는 것이 우선입니다. 심한 경우 출혈과 감염을 막지 못하면 환자가 사망할 수도 있습니다."
세 번째 발가락 절단,"외상성 절단의 경우, 직접 압박을 통해 외과적 교정이 이루어질 때까지 출혈을 멈출 수 있습니다. 절단된 사지와 잘린 끝이 적절하게 치료되면 전문 센터에서 재접합술 여부를 평가할 수 있습니다."
세균성 결막염,결막이라고도 하는 눈의 흰자위 부분과 눈꺼풀 안쪽을 덮고 있는 층에 염증이 생긴 것입니다.
세균성 결막염,이 경우 세균 감염으로 인해 발생합니다.
세균성 결막염,"감염된 눈은 충혈되고 눈물이 나며, 주로 아침에 노란색 또는 녹색을 띠는 점막 분비물이 나오고 빛에 민감하게 반응합니다."
세균성 결막염,병력을 확인한 후 눈 검사를 통해 진단할 수 있습니다.
세균성 결막염,국소 항생제가 들어간 점안약을 사용하여 치료하고 미지근한 물로 점막 분비물을 씻어냅니다.
세균성 결막염 (소아청소년과),눈의 흰자위와 눈꺼풀 안쪽을 덮고 있는 결막이 세균으로 인해 감염되어 발생하는 염증입니다.
세균성 결막염 (소아청소년과),"염증이 생긴 눈은 주로 아침에 노란색 또는 녹색 분비물이 나오고, 충혈이 되고, 빛에 민감하게 반응합니다."
세균성 결막염 (소아청소년과),병력 확인과 임상 검사를 통해 진단할 수 있습니다.
세균성 결막염 (소아청소년과),국소 항생제 점안약을 사용하여 치료하고 따뜻한 물로 점막 분비물을 씻어냅니다.
세균성 결막염 (소아청소년과),증상이 심하거나 지속되거나 앞이 잘 보이지 않거나 통증이 있는 경우 의사 또는 안과 전문의와 상담하는 것이 좋습니다.
세균성 수막염,"뇌와 척수를 둘러싸고 보호하는 수막에 염증이 생긴 것입니다. 중추신경계의 염증성 반응을 동반하기 때문에 수막뇌염이라고도 합니다. 세균 감염으로 인해 발생하며, 수막구균, 폐렴구균, 그룹 B 연쇄구균 및 헤모필루스 인플루엔자와 같은 세균이 원인이 될 수 있습니다. 일반적으로 발열, 두통, 목 근육의 경직, 정신 상태의 변화와 같은 증상이 나타납니다. 병력 확인, 신체 검진, 혈액 검사, 뇌척수액 검사, 배양 검사와 같은 보완 검사를 통해 진단합니다. 치료는 가급적이면 병원에서 조기에 항생제를 정맥 투여하는 것을 기반으로 합니다. 적절한 조기 치료가 이루어지지 않으면 사망에 이를 수 있으므로 의학적 응급 상황으로 간주됩니다."
세균성 수막염 (소아청소년과),"뇌와 척수를 둘러싸고 보호하는 층인 뇌척수막이 감염된 것입니다. 원인 세균은 어린이의 나이와 지리적 위치에 따라 다릅니다. 가장 흔한 세균은 연쇄상구균, 대장균, 수막구균, 폐렴구균, 인플루엔자균입니다. 일반적으로 발열, 두통, 구토, 발작, 경부 경직과 같은 증상이 나타납니다. 어린 아이의 경우 쇠약, 과민성, 음식 거부 또는 숨구멍 돌출 등의 증상이 나타날 수 있습니다. 진단은 임상적으로 이루어지며 뇌척수액을 분석하여 확진합니다. 폐렴구균이나 인플루엔자균에 의한 수막염이 의심되는 경우에는 항생제를 조기에 투여하고 코르티코스테로이드와 병용하여 치료합니다. 일반적으로 중환자실 입원이 필요한 심각한 상태입니다."
세균성 질증,질 내 세균무리의 균형을 변화시키는 다수의 세균에 의해 발생하는 질의 감염입니다.
세균성 질증,15~45세의 여성에게 더 흔하게 발생합니다.
세균성 질증,"이 질환에 대한 명확한 원인은 없지만 새로운 성관계 파트너, 여러 성관계 파트너, 질 세정 등이 감염을 유발하는 것으로 나타났습니다."
세균성 질증,이는 성병(STD)으로 간주되지 않습니다.
세균성 질증,감염된 여성에게 증상이 없는 경우가 매우 많습니다. 증상이 나타나는 경우 일반적으로 매우 불쾌한 비린내가 나는 희끄무레하거나 회색의 질 분비물 형태를 취합니다. 생식기 부위의 가려움 및 배뇨 시 작열감이 동반될 수 있습니다.
세균성 질증,병력 확인과 부인과 검사를 통해 진단할 수 있습니다.
세균성 질증,치료는 항생제 투여를 기반으로 합니다.
세균성 질증,의학적으로 긴급한 상황으로 간주되지는 않지만 질환이 의심되는 경우 산부인과 전문의의 진료를 받는 것이 좋습니다.
세균성 편도인두염,인두 및 편도의 염증은 세균 감염에 의해 발생하며 A군 연쇄구균이 일반적입니다.
세균성 편도인두염,"인후통, 삼키기 어려움, 고열 및 권태로 나타납니다."
세균성 편도인두염,진단은 문진 및 신체 검사를 통해 임상적으로 이루어집니다. 신속 항원 검출 검사 방법도 사용할 수 있습니다.
세균성 편도인두염,치료는 진통제와 항생제를 사용하여 통증을 관리하고 감염을 치료하는 것을 기반으로 이루어집니다.
세균성 편도인두염 (소아청소년과),"일반적으로 A군 연쇄상구균에 의한 박테리아 감염으로 인해 발생하는 인두 및 편도선의 염증입니다. 2세 이후부터 발생하지만 유아기, 특히 학령기에 더 흔하게 나타납니다."
세균성 편도인두염 (소아청소년과),"인후통, 삼킴 곤란, 고열, 편도선의 고름 및 전신 불편감을 유발합니다."
세균성 편도인두염 (소아청소년과),진단은 문진과 신체 검사를 통해 임상적으로 이루어집니다. 신속 항원 검사를 통해 조기에 발견할 수 있습니다.
세균성 편도인두염 (소아청소년과),치료는 진통제와 항생제를 사용하여 통증을 관리하고 감염을 치료하는 것을 기본으로 합니다.
세균성 편도인두염 (소아청소년과),"특히 열이 지속되거나, 림프절에서 고름이 분비되거나, 통증으로 인해 적절한 영양 섭취를 할 수 없는 경우 소아과의사와 상담하여 조기 치료를 받아야 합니다."
세기관지염 (소아청소년과),2세 미만 아동의 기도에 염증을 일으켜 급성 호흡곤란을 유발하는 질환입니다. 흔한 질환이지만 일반적으로 입원이 필요하지 않습니다.
세기관지염 (소아청소년과),"바이러스나 세균에 의해 발생하며, 가장 흔한 원인은 호흡기세포융합바이러스(RSV)입니다. 또한 세균 감염으로 인해 이차적으로 속발할 수도 있습니다."
세기관지염 (소아청소년과),"가장 흔한 증상은 호흡곤란, 마른기침, 발열입니다. 전날 코가 막히는 경우가 많습니다."
세기관지염 (소아청소년과),진단은 임상 병력 확인 및 신체 검사를 통해 이루어집니다.
세기관지염 (소아청소년과),보통 며칠 내에 저절로 치유됩니다. 적절한 산소공급과 수분공급을 유지해야 합니다. 식염수로 코를 헹구는 것이 좋습니다.
세기관지염 (소아청소년과),임상상이 심각한 경우 병원 입원이 필요할 수 있습니다. 산소 지원 또는 외부 호흡 보조장치가 투여됩니다.
"세로토닌재흡수억제제 중독, SSRI - 세로토닌증후군","일반적으로 세로토닌 재흡수 억제제는 항우울제로 사용되는 약물입니다. 뇌의 세로토닌(신경전달물질 또는 신경자극을 전달하는 물질) 수치를 증가시키는 작용을 합니다. 이 질환은 생명을 위협할 수 있으며, 이러한 약물의 사용, 의도하지 않은 상호 작용 및 의도적 과량 투여로 인해 발생할 수 있습니다. 증상으로는 빈맥과 고혈압, 고열(발열), 갑작스러운 불수의운동, 떨림, 입안건조, 발한 등이 있습니다. 세로토닌 증후군의 진단은 나열된 약물을 복용하는 맥락에서 고전적인 임상징후에 의해서만 이루어집니다. 검사실검사로 진단을 확진할 수 없습니다. 치료는 질병의 중증도에 따라 달라지며, 약물 복용 중단, 활력징후 정상화, 벤조디아제핀 진정제 투여 등이 포함됩니다. 중증인 경우에는 세로토닌의 영향을 막기 위해 약물을 투여합니다."
소발작 뇌전증 - 소발작 (소아청소년과),"몇 초 동안 지속되는 발작의 일종으로, 근긴장 손실 없이 갑작스럽게 의식을 잃습니다. 보통 아동과 청소년에게 발생하며 평균 발병 연령은 6세입니다."
소발작 뇌전증 - 소발작 (소아청소년과),유전적 요인이 있다고 알려져 있습니다.
소발작 뇌전증 - 소발작 (소아청소년과),전형적인 증상은 주변 환경과의 갑작스러운 단절입니다. 그 순간 하던 일을 멈추고 입술을 움직이게 될 수 있습니다. 이러한 증상은 수업 중 집중력 부족과 혼동되는 경우가 많습니다.
소발작 뇌전증 - 소발작 (소아청소년과),진단은 문진과 신체 검진을 통해 임상적으로 이루어집니다. 신경 뇌파를 검사하는 뇌파검사를 통해 확진할 수 있습니다.
소발작 뇌전증 - 소발작 (소아청소년과),반복적인 발작을 겪는 환자에게는 항경련제 투약을 조기에 시작해야 합니다. 이러한 유형의 간질은 일반적으로 후유증 없이 사춘기 이전에 자연적으로 사라집니다.
소아기 감염 홍반/제5병/따귀를 맞은 듯한 무증상의 홍반 (소아청소년과),"감염성 홍반은 소아기에 흔히 발생하는 바이러스병이며, 일반적으로 예후가 좋은 편입니다."
소아기 감염 홍반/제5병/따귀를 맞은 듯한 무증상의 홍반 (소아청소년과),"파르보바이러스 B19라는 바이러스가 원인입니다. 이 바이러스는 감염자의 분비물(침, 점액)과 접촉하여 전염됩니다. 잠복기는 증상이 시작되기 1~2주 전입니다."
소아기 감염 홍반/제5병/따귀를 맞은 듯한 무증상의 홍반 (소아청소년과),"가장 흔한 증상은 양쪽 뺨의 발적, 피부 발적/그물형 발진('레이스' 모양)이 1~3주 지속되며 때때로 손과 발에 '장갑'과 '양말' 모양의 발진, 발열, 두통, 점액, 드물게 빈혈, 출혈, 백혈구 감소와 같은 주요 증상이 나타날 수 있습니다."
소아기 감염 홍반/제5병/따귀를 맞은 듯한 무증상의 홍반 (소아청소년과),진단은 일반적으로 문진과 신체 검사를 통해 임상적으로 이루어집니다.
소아기 감염 홍반/제5병/따귀를 맞은 듯한 무증상의 홍반 (소아청소년과),증상은 진통제로 치료하거나 증상을 관리하기 위한 목적으로 치료해야 합니다. 이 감염의 예후는 일반적으로 양호합니다. 감염성 홍반에 걸린 어린이는 임산부와 밀접하게 접촉하지 않아야 합니다.
소아기 일과성 고관절활액막염 (소아청소년과),"일과성 고관절 활액막염은 소아기에 절뚝거리는 증상의 가장 흔한 원인입니다. 고관절 활액막(관절을 감싸고 있는 층)에 염증이 생긴 것입니다. 일반적으로 한쪽 고관절에만 발생합니다. 원인불명의 염증성 반응으로 인해 나타납니다. 대부분의 경우 다리를 절뚝거리기(카타르 또는 장 관련 문제) 며칠 전에 바이러스 감염이 발생합니다. 가장 흔한 증상으로는 고관절 부위, 사타구니 부위 또는 허벅지 앞쪽 부위의 통증입니다. 절뚝거림은 통증으로 인해 시작됩니다. 수유 중인 영아나 어린이의 경우, 일어나거나 움직이지 않으려는 증상만 관찰될 수 있습니다. 가끔 미열이 있을 수 있지만 고열 증상은 거의 나타나지 않습니다. 증상은 7~10일 동안 지속되지만 몇 주 동안 지속되는 경우도 많습니다. 진단은 임상적(환자의 병력 및 신체 검진 자료 기반)으로 이루어집니다. 진단적 의심이 있거나 임상상이 오래 지속되거나 매우 심한 경우 다른 병리를 배제하기 위해 방사선 검사를 수행해야 할 수 있습니다. 휴식을 취하고 항염증제(일반적으로 이부프로펜)를 복용하면서 치료할 수 있습니다."
소아청소년기 손목 염좌 (소아청소년과),"손목 관절을 안정적으로 잡아주는 인대가 과도하게 늘어나거나 찢어지는 경우로, 일반적으로 외상이나 낙상으로 인해 발생합니다. 통증, 염증, 멍이 생길 수 있으며 움직임이 제한됩니다. 진단은 병력 확인과 신체 검진을 통해 이루어집니다. 치료는 진통제, 국소적으로 얼음을 대고 관절을 쉬게 하는 항염증제 효과를 기반으로 합니다."
소장천공,위 입구와 결장의 시작 부분 사이에 위치한 장벽이 파열된 것을 말합니다.
소장천공,"일반적으로 십이지장 궤양, 충수염, 게실염, 염증성 장 질환 또는 암의 합병증으로 인해 발생하지만 수술이나 진단 검사로 인해 발생할 수도 있습니다."
소장천공,"주로 심한 복통 증상이 나타나며 오심, 구토, 혈변, 발열, 오한 등을 동반할 수 있습니다."
소장천공,진단은 병력 확인과 신체 검진을 통해 이루어집니다. 복부 X선 및/또는 CT 스캔을 통해 확진할 수 있습니다.
소장천공,대부분의 경우 수술을 통해 치료합니다.
소지 절단,새끼손가락 또는 다섯 번째 손가락이 손에서 분리된 경우입니다.
소지 절단,선택적 수술로 인해 이차적으로 발생할 수도 있지만 일반적으로는 외상에 의해 발생합니다.
소지 절단,"수술 시 절단을 할 때는 조직과 연골을 절단하기 전에 출혈을 방지하기 위해 혈관을 엉키게 합니다. 가장 흔한 원인으로는 혈액 순환 장애, 종양, 기형, 감염 및/또는 괴저를 유발하는 질환이 있습니다."
소지 절단,"외상으로 인해 절단이 발생하면 일반적으로 출혈과 조직 손실이 더 큽니다. 손가락이 찢어지거나 손상된 경우 출혈이 심하고 봉합 수술이 매우 어려울 수 있습니다. 가장 흔한 원인으로는 교통사고, 작업장에서의 사고, 전쟁으로 인한 부상이 있습니다."
소지 절단,"선택할 수 있는 치료법은 외과수술이며, 가능한 경우 손가락을 보존하고 출혈과 감염을 피하는 것이 우선입니다. 심한 경우 출혈과 감염을 막지 못하면 환자가 사망할 수도 있습니다."
소지 절단,"외상성 절단의 경우, 직접 압박을 통해 외과적 교정이 이루어질 때까지 출혈을 멈출 수 있습니다. 절단된 손가락과 잘린 끝이 적절하게 치료되면 전문 센터에서 재접합술 여부를 평가할 수 있습니다."
소출혈,"혈관 내부에서 소량(500cc 미만)의 혈액이 배출되거나 손실되는 것을 말합니다. 출혈은 동맥, 정맥 또는 모세혈관으로 분류되며, 출혈의 원인에 따라 내부(신체 내부) 또는 외부(신체 외부) 출혈일 수 있습니다."
소출혈,"출혈은 사고, 부상, 궤양, 정맥류 및 기타 질병으로 인해 발생할 수 있습니다."
소출혈,경미한 출혈인 경우 증상이 없거나 불안감 및/또는 약간의 현기증과 같은 미미한 증상이 나타날 수 있습니다.
소출혈,진단은 임상 문진과 신체 검사를 통해 이루어집니다. 출혈의 원인에 따라 추가 검사가 필요할 수도 있고 필요하지 않을 수도 있습니다.
소출혈,"출혈의 유형에 따라 집에서 출혈 부위를 직접 압박하는 간단한 치료가 가능한지, 아니면 붕대, 봉합, 항생제 치료 및/또는 외과적 수술 치료가 필요할 수 있으므로 보건소나 병원에서 치료를 받아야 하는지 판단해야 합니다."
소화불량,"소화불량은 상복부에 발생하는 통증, 속쓰림, 포만감 및 기타 불편한 증상과 같은 일련의 증상을 말합니다."
소화불량,"대부분의 환자에서 이 상태의 원인을 알 수 없습니다. 경우에 따라 과식을 하거나 특정 약물을 섭취한 후에 증상이 나타날 수 있습니다. 스트레스, 불안 또는 우울증과 같은 심리적 문제가 원인일 수도 있습니다. 다른 원인으로는 흡연, 섬유질이 풍부한 음식 또는 과도한 카페인 섭취 등이 있을 수 있습니다."
소화불량,"주요 증상은 식사 중 또는 식사 후에 발생하는 상복부 불편감입니다. 배꼽과 흉골 아래쪽 부위의 열감이나 작열감, 식사를 시작할 때나 식사 후 불편한 복부 팽만감과 같은 증상이 나타납니다. 메스꺼움 등의 다른 증상을 보일 수도 있습니다."
소화불량,진단은 병력 확인과 신체 검진을 통해 이루어집니다. 보완적인 검사로는 복부 초음파 검사와 상부 위장관 내시경(EGD) 검사가 있습니다.
소화불량,"대부분의 경우 치료가 필요하지 않습니다. 증상이 저절로 사라지지 않으면 식이요법, 항생제 복용(헬리코박터 파일로리 균이 있는 경우), 위산 분비를 감소시키는 약물 투여 등을 통해 치료합니다."
손 상처,피부에 영향을 미쳐 통합성을 잃게 만드는 손 부상을 말합니다.
손 상처,"일반적으로 낙상, 타박, 화상, 무기 및 기타 유형의 사고로 인해 발생합니다."
손 상처,"출혈, 통증 및 발적을 동반하여 나타날 수 있습니다. 감염이 동반된 경우 변색, 부기, 열, 통증, 딱지형성, 따가움 등이 동반될 수 있습니다. 중증도에 따라 의료적 처치가 필요할 수 있습니다."
손 상처,진단은 부상 부위에 대한 질문하기와 신체 검사를 통해 이루어집니다.
손 상처,상처의 깊이에 따라 다음과 같이 분류됩니다.
손 상처,대부분의 경우 집에서나 외래로 관리할 수 있습니다. 부상이 깊거나 출혈이 매우 심할 경우 병원에서 전문의의 도움을 받아야 합니다.
손 외상 - 손 타박상,경미하거나 중간 정도의 강도로 손에 타격을 입어 발생하는 비관통성 부상의 일종입니다.
손 외상 - 손 타박상,"타격은 일반적으로 단단하고 뭉툭한 물체에 의해 발생합니다. 가장 흔한 원인은 접촉 스포츠로 인한 외상, 교통사고, 산업재해, 가정 내 사고입니다."
손 외상 - 손 타박상,손에 극심한 통증이 느껴지고 멍이 들고 부어오르며 손을 움직이지 못하게 될 수 있습니다.
손 외상 - 손 타박상,진단은 에피소드에 대한 문진과 손 검사를 통해 임상적으로 이루어집니다.
손 외상 - 손 타박상,치료는 국소 한랭요법과 항염증제를 사용하여 증상에 따라 이루어집니다.
손 절단,상지의 나머지 부분에서 손이 분리된 것입니다.
손 절단,선택적 수술로 인해 이차적으로 속발할 수도 있지만 일반적으로는 외상에 의해 발생합니다.
손 절단,"수술 시 절단을 할 때는 뼈와 근육을 자르기 전에 출혈을 방지하기 위해 혈관을 묶습니다. 가장 흔한 원인으로는 혈액 순환 장애, 종양, 기형, 감염 및/또는 괴저를 유발하는 질환이 있습니다."
손 절단,"외상으로 인해 절단이 발생하면 일반적으로 출혈과 조직 손실이 더 큽니다. 사지가 찢어지면 출혈이 심하고 외과수술 치료가 매우 어려울 수 있습니다. 가장 빈번한 원인은 교통사고, 산업재해, 전쟁 부상입니다."
손 절단,"권장 치료법은 외과수술이며, 가능한 경우 손가락을 보존하고 출혈과 감염을 피하는 것이 우선입니다. 통제되지 않는 경우에는 환자가 사망할 수 있습니다."
손 절단,"외상성 절단의 경우, 외과적 교정이 시행되기 전까지 지혈대를 사용하여 출혈을 멈출 수 있습니다. 절단된 팔다리와 잔존 사지에 적절히 조치가 취해진 경우, 전문 센터에서 절단된 팔다리를 재접합하는 것을 고려할 수 있습니다."
손 화상,"신체 조직의 병변으로, 이 경우에는 열, 화학물질, 전기, 햇빛 또는 방사선에 의해 손에 발생한 병변입니다."
손 화상,화상에는 다음과 같이 세 가지 유형이 있습니다.
손 화상,1) 1도 화상: 표피층만 손상된 경우를 말합니다.
손 화상,2) 2도 화상: 표피층과 진피층이 손상된 경우를 말합니다.
손 화상,3) 3도 화상: 진피의 전층과 피하조직이 손상되거나 괴사된 경우를 말합니다.
손 화상,화상의 정도에 따라 부기가 나타나거나 물집 및/또는 흉터가 생길 수 있습니다.
손 화상,진단은 병력 확인과 신체 검진을 통해 이루어집니다.
손 화상,치료는 원인과 영향을 받은 신체의 깊이와 크기에 따라 달라집니다. 경증 화상의 경우 환부를 물로 적셔야 합니다. 중증 화상의 경우 상처 부위를 세척하고 피부를 이식하면서 환자에게 적절한 수분과 영양을 공급해야 할 수 있습니다.
손가락 골절,손가락을 구성하는 뼈 중 하나 이상 손상된 것을 말합니다.
손가락 골절,주요 원인은 둔기에 의한 직접적인 외상입니다. 특정 직업과 특정 스포츠(예: 농구) 중 이러한 유형의 부상을 입기가 쉽습니다.
손가락 골절,"통증, 변형 및 손가락으로 작업을 수행할 수 없는 증상(손가락의 기능 장애)으로 나타납니다. 다른 쪽 손의 같은 손가락과 비교하면 골절된 손가락의 부종과 변형을 확인할 수 있습니다."
손가락 골절,진단은 임상 병력 확인 및 손가락의 임상 검사를 통해 이루어집니다. 대부분의 경우 골절의 유형을 검사하고 골절이 관절에 영향을 미치는지 확인하기 위해 X선 검사를 실시합니다.
손가락 골절,손가락을 올바른 위치에 고정하면 통증이 상당히 개선됩니다. 통증이 가라앉지 않으면 일반 진통제를 투여할 수도 있습니다.
손가락 상처,피부에 영향을 미쳐 통합성을 잃게 만드는 손가락 부상을 말합니다.
손가락 상처,"일반적으로 낙상, 타박, 화상, 무기 및 기타 유형의 사고로 인해 발생합니다."
손가락 상처,"출혈, 통증 및 발적을 동반하여 나타날 수 있습니다. 감염이 동반된 경우 변색, 부기, 열, 통증, 딱지형성, 따가움 등이 동반될 수 있습니다. 중증도에 따라 의료적 처치가 필요할 수 있습니다."
손가락 상처,진단은 부상 부위에 대한 질문하기와 신체 검사를 통해 이루어집니다.
손가락 상처,상처의 깊이에 따라 다음과 같이 분류됩니다.
손가락 상처,대부분의 경우 집에서나 외래로 관리할 수 있습니다. 부상이 깊거나 출혈이 매우 심할 경우 병원에서 전문의의 도움을 받아야 합니다.
손가락 외상 - 손가락 타박상,경미하거나 중간 정도의 강도로 하나 이상의 손가락에 타격을 입어 발생하는 비관통성 부상의 일종입니다.
손가락 외상 - 손가락 타박상,"보통 단단하고 뭉툭한 물체에 직접적인 충격을 받았을 때 발생합니다. 가장 흔한 원인은 접촉 스포츠, 구기 스포츠, 직장 및 가정에서의 사고로 인한 외상입니다."
손가락 외상 - 손가락 타박상,영향을 받은 손가락에 극심한 통증이 느껴지고 멍이 들고 부어오르며 손가락을 움직이지 못하게 될 수 있습니다.
손가락 외상 - 손가락 타박상,진단은 임상적으로 이루어지며 국소 한랭요법과 항염증제를 사용하여 증상에 따라 치료합니다.
손가락/엄지손가락 화상,"신체 조직의 병변으로, 이 경우에는 열, 화학물질, 전기, 햇빛 또는 방사선에 의해 손가락에 발생한 병변입니다."
손가락/엄지손가락 화상,화상에는 다음의 세 가지 유형이 있습니다.
손가락/엄지손가락 화상,1) 일도화상: 피부의 바깥층만 손상된 경우입니다.
손가락/엄지손가락 화상,2) 이도화상: 피부의 바깥층과 그 아래층이 손상된 경우입니다.
손가락/엄지손가락 화상,3) 삼도화상: 피부의 심층과 그 아래 조직이 손상되거나 파괴된 경우입니다.
손가락/엄지손가락 화상,"화상의 정도에 따라 부기, 물집 및/또는 반흔이 생길 수 있습니다."
손가락/엄지손가락 화상,진단은 임상 병력 확인과 신체 검사를 통해 이루어집니다.
손가락/엄지손가락 화상,"치료는 원인, 영향을 받은 신체의 깊이 및 범위에 따라 달라집니다. 경미한 화상의 경우 영향을 받은 부위를 물로 적셔야 합니다. 더 심한 화상의 경우, 환자에게 적절한 수분과 영양을 공급하면서 상처를 깨끗하게 닦고 피부를 바꿔주는 치료가 필요할 수 있습니다."
손목 건염,손목 건염은 근육과 뼈를 연결하고 움직임을 보조하는 섬유질 구조인 손목 힘줄이 자극을 받아 부어오르는 질환입니다.
손목 건염,일반적으로 과도한 노동이나 올바르지 않은 자세로 인해 업무나 운동 중 힘줄에 과부하가 걸리면 발생합니다. 노화로 인한 힘줄의 탄력 상실은 외형에 영향을 미칩니다.
손목 건염,해당 부위의 극심한 통증과 관절을 움직일 수 없는 증상이 나타납니다.
손목 건염,의심 증상의 진단은 임상 문진과 신체 검사를 통해 이루어집니다. 대부분의 경우 X선 검사 및 초음파검사를 통해 의심 증상을 확인해야 합니다.
손목 건염,주요 치료법은 휴식입니다. 과도한 노동으로 인한 부상이므로 해당 부위에 찜질을 하면서 며칠(최소 7일) 동안 해당 부위를 사용하지 않아야 합니다. 항염증제는 통증과 염증을 모두 줄이는 데 도움이 됩니다. 문제를 만족스럽게 해결하려면 다음 날 근육 스트레칭 운동이 필요합니다.
손목 염좌,"손목 관절을 안정적으로 잡아주는 인대가 과도하게 늘어나거나 찢어지는 경우로, 일반적으로 외상이나 낙상으로 인해 발생합니다. 통증, 염증, 멍이 생길 수 있으며 움직임이 제한됩니다. 진단은 병력 확인과 신체 검진을 통해 이루어집니다. 치료는 진통제, 국소적으로 얼음을 대고 관절을 쉬게 하는 항염증제 효과를 기반으로 합니다."
손발톱 진균 감염 - 손발톱진균증,"손톱과 발톱이 감염되는 질환으로, 두께와 색상이 변하게 됩니다."
손발톱 진균 감염 - 손발톱진균증,피부에 서식하는 진균이 원인입니다.
손발톱 진균 감염 - 손발톱진균증,손톱이나 발톱이 희끄무레하거나 노르스름한 색을 띠며 부서지거나 깨지기 쉽고 변형되는 증상이 나타납니다.
손발톱 진균 감염 - 손발톱진균증,진단은 손발톱을 검사함으로써 이루어집니다. 현미경으로 손발톱 잔해 표본을 분석하거나 표본의 진균을 배양하여 확진할 수 있습니다.
손발톱 진균 감염 - 손발톱진균증,"선택되는 치료법은 장기간에 걸쳐 복용하는 경구용 항진균제입니다. 치료가 제대로 되지 않는 경우, 완치를 위해 손발톱을 제거해야 할 수도 있습니다."
손발톱주위염 (조갑주위염),손톱을 둘러싼 피부가 감염된 상태입니다.
손발톱주위염 (조갑주위염),일반적으로 손톱 주위의 피부를 물어뜯거나 손톱을 너무 짧게 잘라서 상처를 입는 경우에 발생합니다.
손발톱주위염 (조갑주위염),상처 부위가 부어오르고 붉어지며 욱신거리는 통증과 함께 상처에서 고름이 분비되기도 합니다.
손발톱주위염 (조갑주위염),진단은 임상적이며 치료는 온찜질과 국소 소독제를 사용한 국소 치료를 기반으로 이루어집니다.
손발톱주위염 (조갑주위염),고름이 쌓이면 국소 마취하에 고름을 빼내고 경구 항생제를 복용해야 할 수도 있습니다.
